"usuario","codbarrastag","codreduzido","Endereco","engenharia","DataReposicao","EngenhariaPai","descricao","epc","StatusEndereco","numeroop","cor","tamanho","totalop","situacaoinventario"
"2367","01000025175306003147","251753","07-14-12","010450002-0","2023-06-19 15:00:34",,TSHIRT V MC SLIM MPENTEADA BASICA PACK XG MESCLA,"3035E2C168000F0000003842",,"120498-001","248",XG,"272",
"2367","01000025175306003139","251753","07-14-12","010450002-0","2023-06-19 15:00:39",,TSHIRT V MC SLIM MPENTEADA BASICA PACK XG MESCLA,"3035E2C168000F0000003841",,"120498-001","248",XG,"272",
"1057","01000065171203001369","651712","22-02-08","010242475-0","2023-05-30 09:04:46",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001335","651712","22-02-08","010242475-0","2023-05-30 09:04:06",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001288","651712","22-02-08","010242475-0","2023-05-30 09:04:01",,TRICOT O ML MPOLLO BASIC M BORDO,,,"114071-011","719",M,,OK
"2410","01000063614101000033","636141","02-33-04","010463093-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MCONFORTO EVOE PP CHOCOLATE,"3035E2C81C17180000000059",,"112317-001","818",PP,"295",
"2410","01000064594601000039","645946","02-33-04","010463093-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MCONFORTO EVOE PP CIPO,"3035E2C81C17180000000141",,"112317-001","912",PP,"295",
"2446","01000067239301000178","672393","11-52-13","010244086-0","2023-06-28 20:17:56",,TSHIRT O MC SLIM FITNESS RUNNER P NOTURNO,"3035E2C81C2E378000000013",,"115331-001","416",P,"54",OK
"1057","01000065171203001319","651712","22-02-08","010242475-0","2023-05-30 09:04:36",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002226","651712","22-02-08","010242475-0","2023-05-30 09:04:31",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002323","651712","22-02-08","010242475-0","2023-05-30 09:04:13",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000066300103000061","663001","11-56-07","010244012-0",,,TSHIRT O MC SLIM MPEN CLIPPING PAI KIDS M PRETO,"3035E2C81C27D6800000001C",,"115402-001","210",M,"130",adicionado do fila
"2449","01000064936103000258","649361","06-10-11","010464005-0","2023-06-23 09:09:39","",TSHIRT O MC SLIM MPENTEADA CB BIKERS M ABACAXI,"3035E2C81C1F14000000043D","","119417-001","103",M,"155",
"1057","01000065171203001343","651712","22-02-08","010242475-0","2023-05-30 09:04:20",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002006","651712","22-02-08","010242475-0","2023-05-30 09:04:24",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"2499","01000058103906003987","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4DE",,"110844-006","925",XG,"254",OK
"2410","01000058143105014200","581431","22-02-08","010450001-0","2023-06-02 10:53:57",,TSHIRT O MC SLIM MPENTEADA PACK GG MINERAL,"3035E2C168000E800003F606",,"119521-001","950",GG,"1054",OK
,"01000065760903000068",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
"2499","01000058103906004072","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4E7",,"110844-006","925",XG,"254",OK
"2499","01000058103906003995","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4DF",,"110844-006","925",XG,"254",OK
,"01000060928403000335","609284","02-04-03","010462150-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA SNOW,"3035E2C81C061440000005A5",,"108780-001","950",M,"539",
"1","01000039470403000995","394704","22-02-08","010220002-0","2023-06-01 19:29:24",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK 6 MEXERICA,"3035E2C168001A8000031DFF",,"115746-001","404","6","2417",OK
"2499","01000058103906004187","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4F2",,"110844-006","925",XG,"254",OK
"2499","01000058103906003979","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4DD",,"110844-006","925",XG,"254",OK
"2410","01000058143406008768","581434","22-02-08","010450001-0","2023-06-02 11:08:35",,TSHIRT O MC SLIM MPENTEADA PACK XG MINERAL,"3035E2C168000E800003F61D",,"119521-001","950",XG,"1054",OK
,"01000060925504000656","609255","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C00000061D",,"107475-001","201",G,"1155",
,"01000060929205000583",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
"2410","01000067003103000569","670031","08-55-14","010465029-0","2023-06-15 11:11:38",,TSHIRT O MC SLIM MPENTEADA FORGE M LAGOA,"3035E2C81C2CA5C0000001B6",,"120114-001","439",M,"215",
,"01000060928203000553",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000060925504002608","609255","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001A67",,"113433-001","201",G,"240",
,"01000060925504000232","609255","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C00000019B",,"106820-001","201",G,"939",
"2449","01000043262901004387","432629","08-30-04","010450001-0","2023-06-13 17:52:34",,TSHIRT O MC SLIM MPENTEADA PACK PP BATOM,"3035E2C168000E80000227C2",,"106846-001","805",PP,"1180",
"2449","01000043262901004434","432629","08-30-04","010450001-0","2023-06-13 17:52:34",,TSHIRT O MC SLIM MPENTEADA PACK PP BATOM,"3035E2C168000E80000227C7",,"106846-001","805",PP,"1180",
"1057","01000065171203001678","651712","22-02-08","010242475-0","2023-05-30 09:07:55",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"2410","01000023646705018590","236467","08-28-02","010450001-0","2023-06-02 10:18:57",,TSHIRT O MC SLIM MPENTEADA PACK GG TOMATE,"3035E2C168000E800003F4AB",,"119521-001","205",GG,"1054",OK
"2452","01000062573705000543","625737","02-81-19","010463222-0","2023-06-24 14:19:52",,CAMISA ML SLIM  JEANS GG NEVOEIRO,"3035E2C81C114B80000001B6",,"114579-001","227",GG,"98",
"1057","01000065171203001432","651712","22-02-08","010242475-0","2023-05-30 09:08:48",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002501","651712","22-02-08","010242475-0","2023-05-30 09:06:05",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001246","651712","22-02-08","010242475-0","2023-05-30 09:06:01",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001490","651712","22-02-08","010242475-0","2023-05-30 09:08:03",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002519","651712","22-02-08","010242475-0","2023-05-30 09:05:26",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001165","651712","22-02-08","010242475-0","2023-05-30 09:16:45",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002111","651712","22-02-08","010242475-0","2023-05-30 09:06:11",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002632","651712","22-02-08","010242475-0","2023-05-30 09:05:49",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002331","651712","22-02-08","010242475-0","2023-05-30 09:08:18",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002802","651712","22-02-08","010242475-0","2023-05-30 09:06:41",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002682","651712","22-02-08","010242475-0","2023-05-30 09:06:15",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001424","651712","22-02-08","010242475-0","2023-05-30 09:08:38",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001898","651712","22-02-08","010242475-0","2023-05-30 09:07:58",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001377","651712","22-02-08","010242475-0","2023-05-30 09:05:46",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002470","651712","22-02-08","010242475-0","2023-05-30 09:06:25",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203002674","651712","22-02-08","010242475-0","2023-05-30 09:06:31",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203002242","651712","22-02-08","010242475-0","2023-05-30 09:06:48",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002284","651712","22-02-08","010242475-0","2023-05-30 09:05:52",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002349","651712","22-02-08","010242475-0","2023-05-30 09:06:56",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001848","651712","22-02-08","010242475-0","2023-05-30 09:06:59",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001416","651712","22-02-08","010242475-0","2023-05-30 09:05:21",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001107","651712","22-02-08","010242475-0","2023-05-30 09:05:30",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001979","651712","22-02-08","010242475-0","2023-05-30 09:09:13",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203001482","651712","22-02-08","010242475-0","2023-05-30 09:08:11",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203002234","651712","22-02-08","010242475-0","2023-05-30 09:08:14",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"2410","01000058143105014331","581431","22-02-08","010450001-0","2023-06-02 10:48:55",,TSHIRT O MC SLIM MPENTEADA PACK GG MINERAL,"3035E2C168000E800003F613",,"119521-001","950",GG,"1054",OK
"1057","01000065171203001327","651712","22-02-08","010242475-0","2023-05-30 09:08:22",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001351","651712","22-02-08","010242475-0","2023-05-30 09:08:30",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001466","651712","22-02-08","010242475-0","2023-05-30 09:06:44",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002438","651712","22-02-08","010242475-0","2023-05-30 09:08:34",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"1057","01000065171203002292","651712","22-02-08","010242475-0","2023-05-30 09:09:01",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203002462","651712","22-02-08","010242475-0","2023-05-30 09:09:17",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203002315","651712","22-02-08","010242475-0","2023-05-30 09:09:21",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"1057","01000065171203001872","651712","22-02-08","010242475-0","2023-05-30 09:09:24",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,
"2410","01000023646705018427","236467","01-32-17","010450001-0","2023-06-02 10:33:00",,TSHIRT O MC SLIM MPENTEADA PACK GG TOMATE,"3035E2C168000E800003F49A",,"119521-001","205",GG,"1054",
"2452","01000063127301000026","631273","02-81-19","010463223-0","2023-06-24 14:19:52",,BATA ML DIFERENCIADA  LINEN PP ALECRIM,"3035E2C81C13A980000000D8",,"113178-001","829",PP,"164",
"2452","01000063127201000025","631272","02-81-19","010463223-0","2023-06-24 14:19:52",,BATA ML DIFERENCIADA  LINEN PP FUMACA,"3035E2C81C13A980000000BA",,"113178-001","327",PP,"164",
"4",tttt,,"02-02-02",,tttt,tttt,,,tttt,,,,,
"2452","01000062573705000242","625737","02-81-19","010463222-0","2023-06-24 14:19:52",,CAMISA ML SLIM  JEANS GG NEVOEIRO,"3035E2C81C114B8000000150",,"112245-001","227",GG,"217",
"1","01000066818602000135","668186","11-68-12","010465055-0","2023-06-28 21:50:17",,TSHIRT O MC SLIM MCONFORTO COLORADO P ABACAXI,"3035E2C81C2B41000000000F",,"115064-001","103",P,"58",OK
"1","01000066818602000169","668186","11-68-12","010465055-0","2023-06-28 21:50:17",,TSHIRT O MC SLIM MCONFORTO COLORADO P ABACAXI,"3035E2C81C2B410000000012",,"115064-001","103",P,"58",OK
"2449","01000054383604010197","543836","07-50-06","010450011-0","2023-06-20 17:09:45",,TSHIRT O MC SLIM MCONFORTO BASICA PACK,"3035E2C1686130800000D158",,"120919-001","316",G,"1020",OK
"2367","01000066371104000198","663711","11-62-04","010465125-0","2023-06-28 21:47:17",,POLO MC SLIM PIQUET  LINE G MESCLA,"3035E2C81C284AC00000003D",,"115089-001","248",G,"56",OK
"2410","01000023646705018011","236467","01-32-17","010450001-0","2023-06-02 10:20:14",,TSHIRT O MC SLIM MPENTEADA PACK GG TOMATE,"3035E2C168000E800003F471",,"119521-001","205",GG,"1054",
"2367","01000066371104000091","663711","11-62-04","010465125-0","2023-06-28 21:47:17",,POLO MC SLIM PIQUET  LINE G MESCLA,"3035E2C81C284AC000000033",,"115089-001","248",G,"56",OK
"2410","01000059043303000109","590433","02-33-04","010462001-0","2023-06-26 14:41:41",,TSHIRT O MC SLIM MPENTEADA DELLIC M JADE,"3035E2C3F451A6400000000A",,"102743-001","209",M,"59",
"2410","01000063614101000025","636141","02-33-04","010463093-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MCONFORTO EVOE PP CHOCOLATE,"3035E2C81C17180000000058",,"112317-001","818",PP,"295",
"2449","01000043262901004400","432629","08-30-04","010450001-0","2023-06-13 17:52:34",,TSHIRT O MC SLIM MPENTEADA PACK PP BATOM,"3035E2C168000E80000227C4",,"106846-001","805",PP,"1180",
"2449","01000043262901004418","432629","08-30-04","010450001-0","2023-06-13 17:52:34",,TSHIRT O MC SLIM MPENTEADA PACK PP BATOM,"3035E2C168000E80000227C5",,"106846-001","805",PP,"1180",
"2410","01000062958803000869","629588","02-33-04","010463091-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MCONFORTO CLASSIC M NAUTICO,"3035E2C81C0E570000000B84",,"116668-001","316",M,"228",
"2446","01000062511201000063","625112","01-16-18","010242195-0","2023-06-26 19:27:14",,POLO ML SLIM MPIQUET LINE PP PRETO,"3035E2C81C10E88000000052",,"112778-006","210",PP,"7",OK
"2446","01000062511201000102","625112","01-16-18","010242195-0","2023-06-26 19:27:14",,POLO ML SLIM MPIQUET LINE PP PRETO,"3035E2C81C10E88000000056",,"112778-005","210",PP,"64",OK
"2446","01000064607903000433","646079","01-16-18","010242195-0","2023-06-26 19:27:14",,POLO ML SLIM MPIQUET LINE M GARRAFA,"3035E2C81C10E8800000002D",,"110634-001","939",M,"52",OK
"2446","01000064607903000514","646079","01-16-18","010242195-0","2023-06-26 19:27:14",,POLO ML SLIM MPIQUET LINE M GARRAFA,"3035E2C81C10E88000000035",,"110634-001","939",M,"52",OK
"2446","01000064607903000734","646079","01-16-18","010242195-0","2023-06-26 19:27:14",,POLO ML SLIM MPIQUET LINE M GARRAFA,"3035E2C81C10E8800000004B",,"110634-001","939",M,"52",OK
"2446","01000064607903001162","646079","01-16-18","010242195-0","2023-06-26 19:27:14",,POLO ML SLIM MPIQUET LINE M GARRAFA,"3035E2C81C10E88000000255",,"115616-001","939",M,"143",OK
"2449","01000061735101000653","617351","08-38-08","010450011-0","2023-06-14 11:16:22",,TSHIRT O MC SLIM MCONFORTO BASICA PACK PP WAFFLE,"3035E2C1686130800000A127",,"114164-001","222",PP,"589",OK
"2449","01000055854601001123","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2410","01000058143105014381","581431","22-02-08","010450001-0","2023-06-02 10:46:56",,TSHIRT O MC SLIM MPENTEADA PACK GG MINERAL,"3035E2C168000E800003F618",,"119521-001","950",GG,"1054",OK
"2449","01000055854601001173","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2410","01000067003103000323","670031","08-55-14","010465029-0","2023-06-15 11:11:42",,TSHIRT O MC SLIM MPENTEADA FORGE M LAGOA,"3035E2C81C2CA5C00000019E",,"120114-001","439",M,"215",
"2410","01000058142804018591","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5C0",,"119521-001","950",G,"1054",
"2410","01000058142804018915","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5E0",,"119521-001","950",G,"1054",
"2410","01000058142804018957","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5E4",,"119521-001","950",G,"1054",
"2452","01000062573705000608","625737","02-81-19","010463222-0","2023-06-24 14:19:52",,CAMISA ML SLIM  JEANS GG NEVOEIRO,"3035E2C81C114B80000001BC",,"114579-001","227",GG,"98",
"1","01000043263903028044","432639","10-02-02","010450001-0","2023-06-03 21:28:51",,TSHIRT O MC SLIM MPENTEADA PACK M BATOM,"3035E2C168000E800002EFC8",,"110474-001","805",M,"3128",OK
"2410","01000064937305000379","649373","08-57-02","010464005-0",,,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B2",,"120310-001","210",GG,"162",adicionado do fila
"2410","01000062699405000237","626994","02-33-04","010463094-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MDIFERENCIADA SOFT GG AZULEJO,"3035E2C81C0DE30000000565",,"119070-001","121",GG,"63",
"1","01000061711404014842","617114","10-02-02","010450001-0","2023-06-02 07:12:20",,TSHIRT O MC SLIM MPENTEADA PACK G PANTANAL,"3035E2C168000E800003353B",,"110846-001","929",G,"2014",OK
"1","01000058984202000083","589842","14-03-05","010461119-0",,,POLO MC REGULAR PIQUET PPS SEVEN G2 PRETO,"3035E2C3F44FBA0000000008",,"099019-001","210",G2,"70",OK
"2410","01000062699405000245","626994","02-33-04","010463094-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MDIFERENCIADA SOFT GG AZULEJO,"3035E2C81C0DE30000000566",,"119070-001","121",GG,"63",
"2452","01000065648301000010","656483","09-03-17","010243509-0","2023-06-14 13:47:11",,SHORT ELASTICO LINHO WAS P GUACHE,"3035E2C81C2368C000000070",,"117872-001","216",P,"189",
"2452","01000065648301000028","656483","09-03-17","010243509-0","2023-06-14 13:47:11",,SHORT ELASTICO LINHO WAS P GUACHE,"3035E2C81C2368C000000071",,"117872-001","216",P,"189",
"2410","01000064413203007978","644132","08-18-16","010463120-0","2023-06-12 19:39:04",,POLO MC SLIM PIQUET JEANS M AGUA,"3035E2C81C0BF98000001BA4",,"119469-007","101",M,"5",
"2410","01000061907503002816","619075","08-18-17","010463120-0","2023-06-12 19:39:45",,POLO MC SLIM PIQUET JEANS M MESCLA,"3035E2C81C0BF98000001464",,"116532-005","248",M,"1",
"2410","01000065400701000486","654007","08-22-17","010463840-0","2023-06-13 11:08:01",,KIT 3 CUECA MINI BOXER PENTEADA 83 P 201/210/248,"3035E2C81C21E2C0000006A6",,"118357-001","1061",P,"47",
"1","01000019996201029476","199962","14-02-02","010450001-0",,,TSHIRT O MC SLIM MPENTEADA PACK PP BRANCO,"3035E2C168000E80000282ED",,"109244-001","201",PP,"465",OK
"1","01000020091004110380","200910","10-10-10","010220002-0",,,TSHIRT O MC RG MPENTEADA PAI KIDS PACK G PRETO,"3035E2C168001A80000316BF",,"115746-001","210",G,"2417",OK
"2449","01000055854601001084","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2449","01000055854601000672","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2449","01000055854601001026","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2449","01000055854601000800","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2449","01000055854601000559","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2410","01000062699405000229","626994","02-33-04","010463094-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MDIFERENCIADA SOFT GG AZULEJO,"3035E2C81C0DE30000000530",,"117834-001","121",GG,"206",
"2449","01000055854601000656","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2449","01000055854601000868","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"1","01000057165301000058","571653","14-03-05","010461040-0",,,TSHIRT O MC SLIM MCONFORTO PALHA PP MERGULHO,"3035E2C3F42B8C400000026C",,"105246-001","116",PP,"163",OK
"1","01000057731401000034","577314","14-03-05","010461022-0",,,REGATA MACHAO REGULAR MPENTEADA ROADZ PP PRETO,"3035E2C3F438A1800000008C",,"104426-001","210",PP,"201",OK
"1","01000061195904000185","611959","14-01-04","010241069-0",,,TSHIRT O MC SUPER SLIM MCONF TERMO GG NOZES,"3035E2C81C084D00000002F7",,"109020-001","225",GG,"314",OK
"1","01000057726401000271","577264","14-03-05","010461029-0",,,TSHIRT O MC SLIM MDIFERENCIADA MIX PP LOURO,"3035E2C3F438A7C000000A1A",,"106307-001","723",PP,"552",OK
"2449","01000055854601001482","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2410","01000062699405000156","626994","02-33-04","010463094-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MDIFERENCIADA SOFT GG AZULEJO,"3035E2C81C0DE30000000507",,"117834-001","121",GG,"206",
"1","01000057167601000051","571676","14-03-05","010461036-0",,,TSHIRT O MC SLIM MCONFORTO SAGE PP PRETO,"3035E2C3F42B92C000000097",,"104851-001","210",PP,"246",OK
"1","01000057167601000043","571676","14-03-05","010461036-0",,,TSHIRT O MC SLIM MCONFORTO SAGE PP PRETO,"3035E2C3F42B92C000000096",,"104851-001","210",PP,"246",OK
"2407","01000020088702097500","200887","10-01-05","010220002-0","2023-06-19 10:13:18",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A800003719B",,"119516-001","201",P,"1291",OK
"2407","01000020088702097398","200887","10-01-05","010220002-0","2023-06-19 10:13:12",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A8000037190",,"119516-001","201",P,"1291",OK
"2407","01000020088702097453","200887","10-01-05","010220002-0","2023-06-19 10:13:43",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A8000037196",,"119516-001","201",P,"1291",OK
"2410","01000062699405000211","626994","02-33-04","010463094-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MDIFERENCIADA SOFT GG AZULEJO,"3035E2C81C0DE3000000052F",,"117834-001","121",GG,"206",
"1","01000020091004113299","200910","10-10-10","010220002-0",,,TSHIRT O MC RG MPENTEADA PAI KIDS PACK G PRETO,"3035E2C168001A8000031A12",,"115746-001","210",G,"2417",OK
,"01000064688504000028","646885","10-10-10","010243016-0","2023-06-06 16:36:00",,TSHIRT O MC SLIM MPENT SELO CB G PRETO,"3035E2C81C1D9F00000000A4",,"118787-001","210",G,"84",OK
"1","01000048218104003992","482181","14-01-04","010220026-0",,,TSHIRT O MC REGULAR MVISCOSE PACK GG NAVY,"3035E2C3F423C9C0000023D0",,"111295-001","616",GG,"113",adicionado do fila
"1","01000050923404002075","509234","14-01-04","010220026-0",,,TSHIRT O MC REGULAR MVISCOSE PACK GG FOSCO,,,"093825-001","728",GG,"646",adicionado do fila
"1","01000020085202035820","200852","14-02-02","010220001-0",,,CAMISA ML SLIM TRICOLINE PACK P BRANCO,"3035E2C16801FD0000006C0D",,"117734-001","201",P,"200",OK
"2410","01000065013703000497","650137","08-53-23","010464001-0","2023-06-15 09:41:20",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E4",,"120307-001","216",M,"277",OK
"2410","01000065013703000544","650137","08-53-23","010464001-0","2023-06-15 09:42:09",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E9",,"120307-001","216",M,"277",OK
"2410","01000065015505000776","650155","08-10-06","010464001-0","2023-06-12 15:09:37",,TSHIRT O MC SLIM MPENTEADA CB LITTLE GG DESEJO,"3035E2C81C1FAA00000004AA",,"117381-001","519",GG,"334",
"2410","01000065015505001154","650155","08-10-06","010464001-0","2023-06-12 15:09:37",,TSHIRT O MC SLIM MPENTEADA CB LITTLE GG DESEJO,"3035E2C81C1FAA0000000577",,"117381-001","519",GG,"334",
